Country,Age,Employment,EdLevel,DevCategory,DevType,CompTotal,CompRange
France,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",42000.0,0-50k
Germany,45-54,Employed,PhD,"Academic, Educational, and Research Roles",Educator,65000.0,50k-100k
Germany,35-44,Freelancer,Master,Software Development Roles,"Developer, embedded applications or devices",80975.01548387097,50k-100k
Spain,25-34,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,27000.0,0-50k
Slovakia,25-34,Employed,PhD,Other Professional Roles,"Developer, game or graphics",48000.0,0-50k
Spain,35-44,Employed,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,30000.0,0-50k
Germany,35-44,Freelancer,Master,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,80975.01548387097,50k-100k
Netherlands,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",78000.0,50k-100k
Netherlands,35-44,Employed,Master,Software Development Roles,"Developer, mobile",160000.0,100k-200k
Netherlands,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",150000.0,100k-200k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",80975.01548387097,50k-100k
France,25-34,Employed,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,45000.0,0-50k
France,35-44,Freelancer,Master,Software Development Roles,"Developer, full-stack",61573.302305721605,50k-100k
France,25-34,Employed,Master,"Management, Leadership, and Advocacy Roles",Project manager,61573.302305721605,50k-100k
Romania,25-34,Employed,Master,Data Science and Analysis Roles,Data or business analyst,20000.0,0-50k
Spain,35-44,Freelancer,Master,Software Development Roles,"Developer, full-stack",60681.50151057402,50k-100k
Germany,25-34,Employed,Bachelor,Data Science and Analysis Roles,Data or business analyst,42000.0,0-50k
Netherlands,35-44,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",80000.0,50k-100k
Austria,35-44,Employed,Bachelor,Software Development Roles,"Developer, front-end",95000.0,50k-100k
Netherlands,25-34,Freelancer,PhD,Software Development Roles,"Developer, full-stack",87834.77966101695,50k-100k
Germany,25-34,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,60000.0,50k-100k
France,55-64,Employed,Master,"Academic, Educational, and Research Roles",Research & Development role,61573.302305721605,50k-100k
Austria,35-44,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,82811.39416058394,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",80975.01548387097,50k-100k
Austria,35-44,Freelancer,Master,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Italy,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",35000.0,0-50k
Italy,25-34,Employed,Bachelor,Specialized Technical Roles,Security professional,43000.0,0-50k
Germany,25-34,Freelancer,Bachelor,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",30000.0,0-50k
Poland,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, back-end",95000.0,50k-100k
Germany,35-44,Freelancer,Master,Software Development Roles,"Developer, full-stack",80975.01548387097,50k-100k
Germany,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",93000.0,50k-100k
Germany,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",65000.0,50k-100k
Germany,35-44,Freelancer,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,80975.01548387097,50k-100k
Germany,18-24,Employed,PhD,Software Development Roles,"Developer, desktop or enterprise applications",13200.0,0-50k
Germany,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",75312.76595744681,50k-100k
Austria,35-44,Employed,Bachelor,Software Development Roles,"Developer, embedded applications or devices",57439.0,50k-100k
Finland,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Italy,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",38000.0,0-50k
Germany,45-54,Employed,PhD,Software Development Roles,"Developer, full-stack",85000.0,50k-100k
Italy,35-44,Employed,PhD,Software Development Roles,"Developer, embedded applications or devices",55000.0,50k-100k
France,35-44,Freelancer,Master,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",100000.0,100k-200k
Germany,25-34,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,90000.0,50k-100k
Germany,45-54,Freelancer,Master,Software Development Roles,"Developer, full-stack",80975.01548387097,50k-100k
France,25-34,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,33000.0,0-50k
Croatia,25-34,Employed,Master,Software Development Roles,"Developer, front-end",50000.0,50k-100k
Belgium,55-64,Employed,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,68326.91558441559,50k-100k
Croatia,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",36000.0,0-50k
Germany,35-44,Employed,Bachelor,"Management, Leadership, and Advocacy Roles",Engineering manager,75312.76595744681,50k-100k
France,18-24,Employed,Bachelor,Software Development Roles,"Developer, back-end",54000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",120000.0,100k-200k
Germany,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",80975.01548387097,50k-100k
Austria,25-34,Employed,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",82811.39416058394,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",58000.0,50k-100k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",80975.01548387097,50k-100k
Poland,35-44,Employed,Master,Software Development Roles,"Developer, mobile",58000.0,50k-100k
Germany,35-44,Employed,PhD,Software Development Roles,"Developer, full-stack",67363.36111111111,50k-100k
Germany,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",75312.76595744681,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",43000.0,0-50k
Italy,25-34,Employed,Master,Software Development Roles,"Developer, back-end",35000.0,0-50k
Slovenia,25-34,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,41000.0,0-50k
Slovakia,45-54,Freelancer,Master,Software Development Roles,"Developer, back-end",50921.42857142857,50k-100k
France,35-44,Employed,PhD,Software Development Roles,"Developer, back-end",67008.79096045198,50k-100k
Germany,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",43000.0,0-50k
Spain,35-44,Employed,PhD,"Academic, Educational, and Research Roles",Educator,32000.0,0-50k
Germany,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",75312.76595744681,50k-100k
Germany,18-24,Employed,PhD,Software Development Roles,"Developer, full-stack",42000.0,0-50k
Spain,18-24,Employed,PhD,Software Development Roles,"Developer, back-end",45588.00806451613,0-50k
Poland,25-34,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,52000.0,50k-100k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",90000.0,50k-100k
Germany,55-64,Employed,PhD,Software Development Roles,"Developer, back-end",100000.0,100k-200k
France,25-34,Freelancer,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,120000.0,100k-200k
Belgium,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",40000.0,0-50k
Germany,45-54,Employed,Master,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",80975.01548387097,50k-100k
Slovakia,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",50000.0,50k-100k
Spain,35-44,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",33000.0,0-50k
Slovakia,45-54,Employed,Bachelor,Software Development Roles,"Developer, mobile",65000.0,50k-100k
Spain,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",30000.0,0-50k
Spain,35-44,Employed,Master,Software Development Roles,"Developer, front-end",60681.50151057402,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",70000.0,50k-100k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, front-end",80975.01548387097,50k-100k
Belgium,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",64831.26519337016,50k-100k
Germany,25-34,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,78100.0,50k-100k
Netherlands,45-54,Employed,PhD,Software Development Roles,"Developer, front-end",67000.0,50k-100k
France,35-44,Employed,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",51000.0,50k-100k
France,55-64,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,67008.79096045198,50k-100k
Germany,25-34,Employed,PhD,Software Development Roles,"Developer, full-stack",85000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, mobile",70000.0,50k-100k
Germany,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles",Developer Experience,98000.0,50k-100k
Germany,55-64,Freelancer,Bachelor,Software Development Roles,"Developer, back-end",75312.76595744681,50k-100k
Germany,25-34,Employed,PhD,Software Development Roles,"Developer, back-end",91367.40076335878,50k-100k
Austria,45-54,Employed,Master,Data Science and Analysis Roles,Data or business analyst,105000.0,100k-200k
Netherlands,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",75647.9641025641,50k-100k
Italy,55-64,Employed,Master,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",100000.0,100k-200k
France,64+,Freelancer,Master,Software Development Roles,"Developer, desktop or enterprise applications",61573.302305721605,50k-100k
Netherlands,35-44,Freelancer,Master,Software Development Roles,"Developer, full-stack",50000.0,50k-100k
France,35-44,Employed,Master,"Academic, Educational, and Research Roles",Research & Development role,61573.302305721605,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",52000.0,50k-100k
Netherlands,25-34,Employed,Master,"Academic, Educational, and Research Roles",Educator,56000.0,50k-100k
Spain,25-34,Employed,PhD,Specialized Technical Roles,"Developer, QA or test",45588.00806451613,0-50k
Germany,35-44,Employed,PhD,"Academic, Educational, and Research Roles",Research & Development role,90000.0,50k-100k
Romania,18-24,Employed,Bachelor,Software Development Roles,"Developer, full-stack",71171.63793103448,50k-100k
Germany,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",85000.0,50k-100k
Netherlands,25-34,Employed,Bachelor,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",100000.0,100k-200k
France,64+,Freelancer,PhD,"Academic, Educational, and Research Roles",Research & Development role,60000.0,50k-100k
Spain,35-44,Employed,PhD,Data Science and Analysis Roles,Data scientist or machine learning specialist,36000.0,0-50k
Belgium,35-44,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",68326.91558441559,50k-100k
Spain,55-64,Employed,PhD,Software Development Roles,"Developer, full-stack",25000.0,0-50k
Slovenia,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, back-end",45000.0,0-50k
Italy,55-64,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,70000.0,50k-100k
Netherlands,18-24,Employed,Bachelor,Software Development Roles,"Developer, full-stack",75647.9641025641,50k-100k
France,55-64,Freelancer,Master,Software Development Roles,"Developer, desktop or enterprise applications",61573.302305721605,50k-100k
Netherlands,55-64,Freelancer,Master,Software Development Roles,"Developer, full-stack",65000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",50000.0,50k-100k
France,25-34,Freelancer,Master,Software Development Roles,"Developer, full-stack",70000.0,50k-100k
Romania,25-34,Freelancer,Master,Software Development Roles,"Developer, full-stack",130000.0,100k-200k
Hungary,25-34,Employed,Bachelor,"Management, Leadership, and Advocacy Roles",Engineering manager,64155.55555555556,50k-100k
Italy,35-44,Freelancer,Master,Software Development Roles,"Developer, full-stack",75000.0,50k-100k
Germany,18-24,Employed,Bachelor,Software Development Roles,"Developer, front-end",75312.76595744681,50k-100k
Netherlands,35-44,Employed,Master,Software Development Roles,"Developer, back-end",70000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",65000.0,50k-100k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",60000.0,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, back-end",75000.0,50k-100k
Italy,45-54,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,65000.0,50k-100k
France,45-54,Employed,Master,Software Development Roles,"Developer, back-end",30000.0,0-50k
Germany,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, back-end",75312.76595744681,50k-100k
Spain,35-44,Employed,PhD,Software Development Roles,"Developer, full-stack",38000.0,0-50k
Spain,45-54,Employed,Bachelor,Software Development Roles,"Developer, front-end",57486.9186351706,50k-100k
Austria,25-34,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",56000.0,50k-100k
Netherlands,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, front-end",75647.9641025641,50k-100k
Netherlands,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",75000.0,50k-100k
Austria,64+,Retired,PhD,Specialized Technical Roles,"Developer, QA or test",80965.5172413793,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, back-end",61573.302305721605,50k-100k
Spain,35-44,Employed,PhD,"DevOps, Cloud, and Site Reliability Engineering","Engineer, site reliability",45588.00806451613,0-50k
